Event Number,Start Year,End Year,Start Fractional Day,End Fractional Day,Start Hour,End Hour,Elements Decaying,Non-Decaying Elements,Decay Type,Best Log-Y R-value,Best Log-Log R-value,Best Log-Y Window Times,Best Log-Log Window Times
1,1998,1998,110.12498842592592,118.62498842592592,2.999722222222222,14.99972222222222,6,[],Exponential Decay,-0.9864049495975986,-0.9200682476069065,"(Timestamp('1998-04-21 16:00:00.093600'), Timestamp('1998-04-28 08:59:59.922239'))","(Timestamp('1998-04-22 11:59:59.935196'), Timestamp('1998-04-29 05:00:00.079199'))"
2,1998,1998,118.95833333333331,126.2916550925926,23.0,6.999722222222222,6,[],Irregular Decay,-0.426558843853379,-0.14361538876312593,"(Timestamp('1998-05-01 08:59:59.982718'), Timestamp('1998-05-06 08:00:00.143997'))","(Timestamp('1998-05-01 08:59:59.982718'), Timestamp('1998-05-06 08:00:00.143997'))"
3,1998,1998,126.08332175925926,129.24998842592595,1.9997222222222224,5.999722222222222,4,"['N', 'Si']",Exponential Decay,-0.991403842546398,-0.909827593194559,"(Timestamp('1998-05-06 10:00:00.128157'), Timestamp('1998-05-08 21:00:00.133919'))","(Timestamp('1998-05-06 20:00:00.048959'), Timestamp('1998-05-09 07:00:00.054721'))"
4,1998,1998,128.45832175925926,136.08332175925926,10.99972222222222,1.9997222222222224,6,[],Exponential Decay,-0.9757853665784888,-0.956159647510155,"(Timestamp('1998-05-10 06:00:00.030240'), Timestamp('1998-05-15 15:00:00.112320'))","(Timestamp('1998-05-10 00:00:00.077759'), Timestamp('1998-05-15 08:59:59.844483'))"
5,1998,1998,168.83332175925926,173.37498842592595,19.999722222222225,8.999722222222221,4,"['Si', 'Fe']",Exponential Decay,-0.9483506573812552,-0.8956134599577339,"(Timestamp('1998-06-18 16:59:59.940961'), Timestamp('1998-06-21 17:00:00.001440'))","(Timestamp('1998-06-18 16:00:00.106563'), Timestamp('1998-06-21 15:59:59.851678'))"
6,1998,1998,235.83333333333331,244.66666666666663,20.0,16.0,6,[],Exponential Decay,-0.9756118906253032,-0.9295699719368797,"(Timestamp('1998-08-26 15:00:00.086399'), Timestamp('1998-09-02 01:59:59.962557'))","(Timestamp('1998-08-26 04:59:59.850240'), Timestamp('1998-09-01 16:00:00.041762'))"
7,1998,1998,272.8749884259259,285.08332175925926,20.999722222222225,1.9997222222222224,6,[],Exponential Decay,-0.9834989153245349,-0.9291982630218506,"(Timestamp('1998-09-30 17:59:59.874719'), Timestamp('1998-10-09 06:00:00.151201'))","(Timestamp('1998-10-01 04:00:00.110877'), Timestamp('1998-10-09 16:00:00.072002'))"
8,1998,1998,309.6666550925926,316.83332175925926,15.99972222222222,19.999722222222225,5,['Fe'],Exponential Decay,-0.975273266893881,-0.9525815363240087,"(Timestamp('1998-11-06 18:00:00.095042'), Timestamp('1998-11-12 04:59:59.845919'))","(Timestamp('1998-11-08 02:59:59.991362'), Timestamp('1998-11-13 14:00:00.057596'))"
9,1998,1998,316.7916666666667,326.2916666666667,19.0,7.0,6,[],Exponential Decay,-0.9763744548583712,-0.8965326776042426,"(Timestamp('1998-11-14 18:59:59.985596'), Timestamp('1998-11-22 00:59:59.868959'))","(Timestamp('1998-11-15 02:00:00.087839'), Timestamp('1998-11-22 07:59:59.971203'))"
10,1999,1999,22.291655092592592,32.37498842592593,6.999722222222222,8.999722222222221,4,"['Si', 'Fe']",Exponential Decay,-0.9892413053188653,-0.9113034687379565,"(Timestamp('1999-01-23 07:59:59.854562'), Timestamp('1999-01-30 21:59:59.989916'))","(Timestamp('1999-01-25 01:00:00.002880'), Timestamp('1999-02-01 15:00:00.138242'))"
11,1999,1999,114.24998842592592,120.08333333333331,5.999722222222222,2.0,4,"['Si', 'Fe']",Exponential Decay,-0.942883172858164,-0.9311872928257754,"(Timestamp('1999-04-25 13:00:00.145437'), Timestamp('1999-04-29 18:00:00.133916'))","(Timestamp('1999-04-25 00:59:59.925118'), Timestamp('1999-04-29 05:59:59.913597'))"
12,1999,1999,123.875,134.75,21.0,18.0,4,"['Si', 'Fe']",Exponential Decay,-0.9756607567751295,-0.9108974633528185,"(Timestamp('1999-05-06 08:59:59.978402'), Timestamp('1999-05-14 09:59:59.868957'))","(Timestamp('1999-05-06 01:00:00.041761'), Timestamp('1999-05-14 01:59:59.932322'))"
13,1999,1999,153.20832175925926,155.375,4.999722222222222,9.0,6,[],Irregular Decay,-0.8124762684830522,-0.7282198988931662,"(Timestamp('1999-06-02 14:59:59.844481'), Timestamp('1999-06-04 07:59:59.992800'))","(Timestamp('1999-06-02 14:59:59.844481'), Timestamp('1999-06-04 07:59:59.992800'))"
14,1999,1999,154.87498842592595,161.5,20.999722222222225,12.0,6,[],Exponential Decay,-0.9948336546758919,-0.9087277630302872,"(Timestamp('1999-06-05 06:00:00.133921'), Timestamp('1999-06-09 21:59:59.877600'))","(Timestamp('1999-06-06 07:59:59.927998'), Timestamp('1999-06-10 23:59:59.987041'))"
15,2000,2000,95.07559027777778,103.1783912037037,1.8141666666666667,4.2813888888888885,6,[],Exponential Decay,-0.9815006412102633,-0.9556719396549299,"(Timestamp('2000-04-04 16:46:23.663996'), Timestamp('2000-04-10 19:22:17.677917'))","(Timestamp('2000-04-06 02:40:49.113123'), Timestamp('2000-04-12 05:16:43.127036'))"
16,2000,2000,157.9865625,167.33594907407408,23.6775,8.062777777777779,4,"['Si', 'Fe']",Exponential Decay,-0.9065208895162873,-0.8816765384048685,"(Timestamp('2000-06-08 02:32:17.607839'), Timestamp('2000-06-14 14:06:43.407357'))","(Timestamp('2000-06-07 20:33:16.627678'), Timestamp('2000-06-14 08:07:42.427196'))"
17,2000,2000,195.92428240740745,202.6142939814815,22.18277777777778,14.743055555555555,6,[],Exponential Decay,-0.9811261740138785,-0.9157442689643884,"(Timestamp('2000-07-15 21:03:16.732799'), Timestamp('2000-07-20 13:44:45.297600'))","(Timestamp('2000-07-16 00:02:47.222879'), Timestamp('2000-07-20 16:44:15.787681'))"
18,2000,2000,204.02709490740745,207.51752314814811,0.6502777777777778,12.420555555555556,4,"['Si', 'Fe']",Power-Law Decay,-0.893469045148627,-0.9732135663342626,"(Timestamp('2000-07-22 01:38:51.178559'), Timestamp('2000-07-25 00:27:12.882241'))","(Timestamp('2000-07-22 09:37:32.590559'), Timestamp('2000-07-25 08:25:53.978877'))"
19,2000,2000,254.92929398148144,270.4284953703704,22.30305555555556,10.283888888888889,6,[],Exponential Decay,-0.9657940787450542,-0.8739223106347289,"(Timestamp('2000-09-12 09:12:27.584640'), Timestamp('2000-09-23 13:28:21.633596'))","(Timestamp('2000-09-12 16:11:18.623042'), Timestamp('2000-09-23 20:27:12.671998'))"
20,2000,2000,289.25193287037035,296.5236805555556,6.046388888888889,12.568333333333332,6,[],Exponential Decay,-0.9934894429183283,-0.8640941142603864,"(Timestamp('2000-10-15 23:00:00.105121'), Timestamp('2000-10-21 12:38:02.100478'))","(Timestamp('2000-10-15 23:59:50.163362'), Timestamp('2000-10-21 13:37:52.158719'))"
21,2000,2000,298.5182060185185,303.0059143518518,12.436944444444444,0.1419444444444444,6,[],Exponential Decay,-0.9717884884071615,-0.8597425528966238,"(Timestamp('2000-10-25 20:20:58.879682'), Timestamp('2000-10-28 19:09:20.583357'))","(Timestamp('2000-10-25 20:20:58.879682'), Timestamp('2000-10-28 19:09:20.583357'))"
22,2000,2000,302.9228125,311.77356481481485,22.1475,18.565555555555555,4,"['Si', 'Fe']",Exponential Decay,-0.9605921275815809,-0.8205301892183081,"(Timestamp('2000-10-31 10:58:51.248637'), Timestamp('2000-11-06 21:33:26.674558'))","(Timestamp('2000-10-31 03:59:59.894878'), Timestamp('2000-11-06 14:34:35.320799'))"
23,2000,2000,312.4799537037037,321.16449074074075,11.51888888888889,3.947777777777778,6,[],Irregular Decay,-0.8963148321682184,-0.9426768594437601,"(Timestamp('2000-11-08 18:26:04.025757'), Timestamp('2000-11-14 23:01:38.471517'))","(Timestamp('2000-11-09 14:22:47.082722'), Timestamp('2000-11-15 18:58:21.528482'))"
24,2000,2000,329.55817129629634,334.17053240740745,13.39611111111111,4.092777777777777,6,[],Exponential Decay,-0.9860368398666356,-0.8804575085666505,"(Timestamp('2000-11-25 22:18:21.598561'), Timestamp('2000-11-29 01:06:03.850557'))","(Timestamp('2000-11-26 05:17:12.636963'), Timestamp('2000-11-29 08:04:55.204316'))"
25,2000,2000,333.5056828703703,342.35643518518515,12.136388888888888,8.554444444444446,4,"['Si', 'Fe']",Exponential Decay,-0.9802737690112394,-0.9153414415878277,"(Timestamp('2000-11-29 08:04:55.204316'), Timestamp('2000-12-05 18:39:30.630237'))","(Timestamp('2000-12-01 04:57:32.555523'), Timestamp('2000-12-07 15:32:07.981436'))"
26,2001,2001,21.95832175925926,25.75,22.999722222222225,18.0,4,"['N', 'Si']",Irregular Decay,-0.794472414105945,-0.7735170978910372,"(Timestamp('2001-01-23 20:00:00.074881'), Timestamp('2001-01-26 11:59:59.883361'))","(Timestamp('2001-01-23 20:00:00.074881'), Timestamp('2001-01-26 11:59:59.883361'))"
27,2001,2001,28.45832175925926,36.04166666666666,10.99972222222222,1.0,6,[],Exponential Decay,-0.9792136820086772,-0.9409935402702153,"(Timestamp('2001-01-29 05:00:00.156961'), Timestamp('2001-02-03 13:00:00.089280'))","(Timestamp('2001-01-29 19:59:59.880482'), Timestamp('2001-02-04 04:00:00.128157'))"
28,2001,2001,88.41666666666667,92.20832175925926,10.0,4.999722222222222,6,[],Exponential Decay,-0.941798761632025,-0.8784662304353512,"(Timestamp('2001-03-30 13:59:59.876162'), Timestamp('2001-04-02 04:59:59.850237'))","(Timestamp('2001-03-30 17:59:59.844483'), Timestamp('2001-04-02 09:00:00.133922'))"
29,2001,2001,92.83332175925926,97.49998842592592,19.999722222222225,11.99972222222222,6,[],Exponential Decay,-0.9958953741095595,-0.9267555421529404,"(Timestamp('2001-04-04 03:59:59.951037'), Timestamp('2001-04-07 09:00:00.129599'))","(Timestamp('2001-04-03 20:00:00.014403'), Timestamp('2001-04-07 00:59:59.877601'))"
30,2001,2001,97.33332175925926,100.33333333333331,7.999722222222222,8.0,5,['Fe'],Irregular Decay,-0.8764561894959033,-0.8525814309746677,"(Timestamp('2001-04-07 15:59:59.916478'), Timestamp('2001-04-09 20:59:59.969759'))","(Timestamp('2001-04-08 02:59:59.987042'), Timestamp('2001-04-10 08:00:00.040316'))"
31,2001,2001,101.45832175925926,105.625,10.99972222222222,15.0,6,[],Exponential Decay,-0.9534356952281252,-0.9467637531997275,"(Timestamp('2001-04-11 22:00:00.054719'), Timestamp('2001-04-15 02:59:59.917917'))","(Timestamp('2001-04-12 00:59:59.873278'), Timestamp('2001-04-15 06:00:00.051840'))"
32,2001,2001,105.54166666666669,108.37498842592592,13.0,8.999722222222221,6,[],Exponential Decay,-0.9923008763361619,-0.8743323385727436,"(Timestamp('2001-04-16 03:00:00.043198'), Timestamp('2001-04-18 00:59:59.994236'))","(Timestamp('2001-04-16 03:00:00.043198'), Timestamp('2001-04-18 00:59:59.994236'))"
33,2001,2001,107.6666550925926,116.62498842592592,15.99972222222222,14.99972222222222,6,[],Exponential Decay,-0.9638952763969172,-0.9589042599103247,"(Timestamp('2001-04-18 08:00:00.096479'), Timestamp('2001-04-24 22:59:59.940958'))","(Timestamp('2001-04-20 00:00:00.095036'), Timestamp('2001-04-26 14:59:59.939522'))"
34,2001,2001,127.33332175925926,133.5416550925926,7.999722222222222,12.99972222222222,6,[],Exponential Decay,-0.9560652545064546,-0.9180128160116069,"(Timestamp('2001-05-08 23:59:59.952478'), Timestamp('2001-05-13 17:59:59.995681'))","(Timestamp('2001-05-08 06:59:59.929440'), Timestamp('2001-05-13 00:59:59.972636'))"
35,2001,2001,165.12498842592595,173.08333333333334,2.999722222222222,2.0,5,['Fe'],Exponential Decay,-0.9778799777625942,-0.9052236436435794,"(Timestamp('2001-06-15 20:59:59.848803'), Timestamp('2001-06-21 18:00:00.151202'))","(Timestamp('2001-06-16 05:59:59.935199'), Timestamp('2001-06-22 02:59:59.922242'))"
36,2001,2001,221.37498842592595,226.74998842592595,8.999722222222221,17.999722222222225,5,['Fe'],Exponential Decay,-0.9928147414559776,-0.9295382183315747,"(Timestamp('2001-08-10 09:00:00.021598'), Timestamp('2001-08-14 14:59:59.844483'))","(Timestamp('2001-08-10 12:00:00.155521'), Timestamp('2001-08-14 17:59:59.978398'))"
37,2001,2001,227.87498842592595,232.5,20.999722222222225,12.0,6,[],Power-Law Decay,-0.9219427652757447,-0.9571578979788176,"(Timestamp('2001-08-16 17:59:59.913596'), Timestamp('2001-08-19 21:00:00.107997'))","(Timestamp('2001-08-17 10:59:59.936641'), Timestamp('2001-08-20 14:00:00.131042'))"
38,2001,2001,232.9583217592593,239.62498842592595,22.999722222222225,14.99972222222222,5,['Fe'],Irregular Decay,-0.7774745348043265,-0.7123849583827135,"(Timestamp('2001-08-23 01:59:59.971203'), Timestamp('2001-08-27 18:59:59.864637'))","(Timestamp('2001-08-23 01:59:59.971203'), Timestamp('2001-08-27 18:59:59.864637'))"
39,2001,2001,268.6666550925926,274.1249884259259,15.99972222222222,2.999722222222222,6,[],Exponential Decay,-0.9842868769914593,-0.8510441768491972,"(Timestamp('2001-09-27 05:59:59.909277'), Timestamp('2001-09-30 21:00:00.008641'))","(Timestamp('2001-09-27 13:59:59.845919'), Timestamp('2001-10-01 04:59:59.945282'))"
40,2001,2001,273.9166550925926,280.2916666666667,21.999722222222225,7.0,6,[],Exponential Decay,-0.9802161716489913,-0.9561485612307352,"(Timestamp('2001-10-02 13:00:00.007198'), Timestamp('2001-10-06 19:00:00.145439'))","(Timestamp('2001-10-02 05:59:59.904962'), Timestamp('2001-10-06 12:00:00.043203'))"
41,2001,2001,282.5416550925926,288.4166550925926,12.99972222222222,9.99972222222222,4,"['Si', 'Fe']",Exponential Decay,-0.9777197193874044,-0.9283373771525851,"(Timestamp('2001-10-10 07:00:00.110880'), Timestamp('2001-10-14 12:59:59.933757'))","(Timestamp('2001-10-11 12:59:59.873278'), Timestamp('2001-10-15 19:00:00.011519'))"
42,2001,2001,292.7916550925926,298.4583333333333,18.999722222222225,11.0,5,['N'],Irregular Decay,-0.35995467938402886,-0.3551848443556085,"(Timestamp('2001-10-21 06:59:59.912158'), Timestamp('2001-10-25 05:59:59.948156'))","(Timestamp('2001-10-20 13:59:59.889121'), Timestamp('2001-10-24 12:59:59.925118'))"
43,2001,2001,307.9166666666667,320.2083333333333,22.0,5.0,6,[],Exponential Decay,-0.9938257972219989,-0.9215949225356508,"(Timestamp('2001-11-06 12:59:59.976959'), Timestamp('2001-11-15 04:00:00.072000'))","(Timestamp('2001-11-07 17:59:59.904959'), Timestamp('2001-11-16 09:00:00'))"
44,2001,2001,322.1249884259259,326.9999884259259,2.999722222222222,23.999722222222225,4,"['Si', 'Fe']",Irregular Decay,-0.6714974211969199,-0.32979415036170934,"(Timestamp('2001-11-18 18:59:59.855999'), Timestamp('2001-11-23 00:59:59.994240'))","(Timestamp('2001-11-18 20:00:00.005761'), Timestamp('2001-11-23 02:00:00.144003'))"
45,2001,2001,326.58332175925926,343.2916666666667,13.99972222222222,7.0,6,[],Exponential Decay,-0.992210204903226,-0.9346490801708307,"(Timestamp('2001-11-26 14:00:00.109437'), Timestamp('2001-12-08 21:00:00.138239'))","(Timestamp('2001-11-24 11:00:00.040316'), Timestamp('2001-12-06 18:00:00.069119'))"
46,2001,2001,360.0416666666667,364.4166550925926,1.0,9.99972222222222,6,[],Exponential Decay,-0.9438464308856566,-0.8953747770011504,"(Timestamp('2001-12-26 10:59:59.949598'), Timestamp('2001-12-29 22:00:00.080641'))","(Timestamp('2001-12-26 20:59:59.870400'), Timestamp('2001-12-30 08:00:00.001443'))"
47,2001,2002,365.45832175925926,3.5416550925925927,10.99972222222222,12.99972222222222,6,[],Irregular Decay,-0.6408635833913103,-0.6031983589682641,"(Timestamp('2002-01-01 01:59:59.984160'), Timestamp('2002-01-03 09:59:59.855999'))","(Timestamp('2002-01-01 05:59:59.952481'), Timestamp('2002-01-03 14:00:00.139677'))"
48,2002,2002,3.75,9.291655092592594,18.0,6.999722222222222,5,['Fe'],Exponential Decay,-0.9861923128911897,-0.9325077333625891,"(Timestamp('2002-01-04 13:00:00.115203'), Timestamp('2002-01-08 05:59:59.883363'))","(Timestamp('2002-01-05 20:00:00.027363'), Timestamp('2002-01-09 13:00:00.110880'))"
49,2002,2002,10.45832175925926,15.416666666666666,10.99972222222222,10.0,5,['Fe'],Exponential Decay,-0.9908819317879108,-0.9199945241070536,"(Timestamp('2002-01-11 13:00:00.046078'), Timestamp('2002-01-15 04:00:00.145442'))","(Timestamp('2002-01-11 03:00:00.125276'), Timestamp('2002-01-14 17:59:59.909276'))"
50,2002,2002,15.5,21.166655092592592,12.0,3.999722222222222,4,"['Si', 'Fe']",Exponential Decay,-0.9880416761540814,-0.9099708626029617,"(Timestamp('2002-01-16 11:00:00.057602'), Timestamp('2002-01-20 08:59:59.943838'))","(Timestamp('2002-01-17 08:00:00.048960'), Timestamp('2002-01-21 05:59:59.935196'))"
51,2002,2002,49.458333333333336,60.208321759259256,11.0,4.999722222222222,5,['N'],Irregular Decay,-0.8843051643119242,-0.9270612551245131,"(Timestamp('2002-02-20 07:00:00.059042'), Timestamp('2002-02-28 01:59:59.997123'))","(Timestamp('2002-02-20 07:59:59.893441'), Timestamp('2002-02-28 03:00:00.146878'))"
52,2002,2002,77.29165509259259,81.62498842592592,6.999722222222222,14.99972222222222,5,['Fe'],Irregular Decay,-0.8963968682624727,-0.7169600816636422,"(Timestamp('2002-03-19 03:00:00.004320'), Timestamp('2002-03-22 14:00:00.135362'))","(Timestamp('2002-03-19 03:00:00.004320'), Timestamp('2002-03-22 14:00:00.135362'))"
53,2002,2002,107.16666666666669,111.08332175925926,4.0,1.9997222222222224,6,[],Irregular Decay,-0.7939682070930039,-0.6600984396685112,"(Timestamp('2002-04-18 06:59:59.946717'), Timestamp('2002-04-21 01:59:59.889121'))","(Timestamp('2002-04-17 15:59:59.907840'), Timestamp('2002-04-20 10:59:59.850236'))"
54,2002,2002,110.99998842592592,119.91666666666669,23.999722222222225,22.0,6,[],Exponential Decay,-0.9859661474636747,-0.9549674848095433,"(Timestamp('2002-04-23 06:00:00.107996'), Timestamp('2002-04-29 20:00:00.118077'))","(Timestamp('2002-04-22 05:59:59.982722'), Timestamp('2002-04-28 19:59:59.992803'))"
55,2002,2002,141.91666666666666,148.62498842592595,22.0,14.99972222222222,6,[],Exponential Decay,-0.9665386541423511,-0.9338702199463703,"(Timestamp('2002-05-23 17:00:00.152637'), Timestamp('2002-05-28 10:00:00.046078'))","(Timestamp('2002-05-23 08:59:59.900639'), Timestamp('2002-05-28 02:00:00.109437'))"
56,2002,2002,197.3333217592593,202.75,7.999722222222222,18.0,6,[],Exponential Decay,-0.9690731254903073,-0.932954788489613,"(Timestamp('2002-07-17 06:59:59.868962'), Timestamp('2002-07-21 14:59:59.991357'))","(Timestamp('2002-07-17 13:59:59.971198'), Timestamp('2002-07-21 22:00:00.093600'))"
57,2002,2002,207.375,215.79166666666663,9.0,19.0,6,[],Exponential Decay,-0.9780125403313568,-0.8575377158590939,"(Timestamp('2002-07-26 18:00:00.120956'), Timestamp('2002-08-02 08:00:00.131037'))","(Timestamp('2002-07-28 08:00:00.135360'), Timestamp('2002-08-03 22:00:00.145440'))"
58,2002,2002,215.54166666666663,220.79166666666663,13.0,19.0,6,[],Exponential Decay,-0.9858615539258719,-0.9475221563204643,"(Timestamp('2002-08-04 02:00:00.113761'), Timestamp('2002-08-08 03:59:59.968317'))","(Timestamp('2002-08-05 11:00:00.010081'), Timestamp('2002-08-09 12:59:59.864638'))"
59,2002,2002,225.9583217592593,228.54166666666663,22.999722222222225,13.0,4,"['Si', 'Fe']",Exponential Decay,-0.9114086951100476,-0.868566914711651,"(Timestamp('2002-08-14 21:59:59.946719'), Timestamp('2002-08-16 11:59:59.961122'))","(Timestamp('2002-08-15 03:00:00.064801'), Timestamp('2002-08-16 17:00:00.079198'))"
60,2002,2002,230.74998842592595,234.25,17.999722222222225,6.0,6,[],Exponential Decay,-0.925688675836449,-0.7819360023159576,"(Timestamp('2002-08-19 23:00:00.092158'), Timestamp('2002-08-22 04:00:00.145439'))","(Timestamp('2002-08-19 12:59:59.855999'), Timestamp('2002-08-21 17:59:59.909280'))"
61,2002,2002,235.5833217592593,244.2916550925926,13.99972222222222,6.999722222222222,6,[],Exponential Decay,-0.9831568868258354,-0.9520600268129038,"(Timestamp('2002-08-24 12:00:00.017278'), Timestamp('2002-08-30 18:00:00.090717'))","(Timestamp('2002-08-26 07:00:00.149757'), Timestamp('2002-09-01 12:59:59.907840'))"
62,2002,2002,243.99998842592595,263.1249884259259,23.999722222222225,2.999722222222222,5,['Fe'],Exponential Decay,-0.9526346409739117,-0.8658287803824567,"(Timestamp('2002-09-06 14:00:00.053279'), Timestamp('2002-09-20 05:00:00.143997'))","(Timestamp('2002-09-06 14:00:00.053279'), Timestamp('2002-09-20 05:00:00.143997'))"
63,2002,2002,312.6249884259259,320.95832175925926,14.99972222222222,22.999722222222225,6,[],Exponential Decay,-0.9710879008313916,-0.9589782993097075,"(Timestamp('2002-11-09 22:59:59.958240'), Timestamp('2002-11-16 10:00:00.149762'))","(Timestamp('2002-11-10 19:00:00.115200'), Timestamp('2002-11-17 05:59:59.991358'))"
64,2003,2003,147.24998842592595,156.25,5.999722222222222,6.0,6,[],Exponential Decay,-0.9746541396747557,-0.9094389396180037,"(Timestamp('2003-05-29 11:00:00.005757'), Timestamp('2003-06-05 04:00:00.149760'))","(Timestamp('2003-05-29 14:59:59.974078'), Timestamp('2003-06-05 08:00:00.118081'))"
65,2003,2003,169.1666550925926,178.25,3.999722222222222,6.0,5,['Fe'],Exponential Decay,-0.9875304178854657,-0.8614010240042922,"(Timestamp('2003-06-19 09:00:00.129600'), Timestamp('2003-06-26 05:00:00.092162'))","(Timestamp('2003-06-19 15:59:59.916480'), Timestamp('2003-06-26 11:59:59.879041'))"
66,2003,2003,295.8749884259259,299.7499884259259,20.999722222222225,17.999722222222225,4,"['N', 'Si']",Irregular Decay,-0.8702527906693661,-0.8619500160367132,"(Timestamp('2003-10-23 21:59:59.886241'), Timestamp('2003-10-26 15:59:59.994239'))","(Timestamp('2003-10-23 23:59:59.870401'), Timestamp('2003-10-26 17:59:59.978399'))"
67,2003,2003,302.9999884259259,306.375,23.999722222222225,9.0,6,[],Power-Law Decay,-0.9439562350492072,-0.9929184234097956,"(Timestamp('2003-10-31 02:59:59.935199'), Timestamp('2003-11-02 04:00:00.020159'))","(Timestamp('2003-10-31 00:00:00.116640'), Timestamp('2003-11-02 00:59:59.886237'))"
68,2003,2003,305.70832175925926,316.0833333333333,16.999722222222225,2.0,6,[],Exponential Decay,-0.9769802604641921,-0.8946883479198553,"(Timestamp('2003-11-03 04:59:59.979838'), Timestamp('2003-11-10 10:59:59.863202'))","(Timestamp('2003-11-03 20:00:00.018723'), Timestamp('2003-11-11 01:59:59.902079'))"
69,2003,2003,326.9166550925926,331.875,21.999722222222225,21.0,4,"['Si', 'Fe']",Exponential Decay,-0.9885279183992848,-0.950503283015718,"(Timestamp('2003-11-23 20:00:00.001439'), Timestamp('2003-11-27 11:00:00.100802'))","(Timestamp('2003-11-24 13:59:59.858882'), Timestamp('2003-11-28 04:59:59.958238'))"
70,2003,2003,335.7916550925926,344.9999884259259,18.999722222222225,23.999722222222225,5,['Fe'],Exponential Decay,-0.9794203848869452,-0.9511251145952788,"(Timestamp('2003-12-02 15:59:59.899198'), Timestamp('2003-12-09 16:00:00.145437'))","(Timestamp('2003-12-03 12:00:00.056158'), Timestamp('2003-12-10 11:59:59.987041'))"
