Event Number,Start Year,End Year,Start Fractional Day,End Fractional Day,Start Hour,End Hour,Elements Decaying,Non-Decaying Elements
337,2003,2003,93.58333333333333,96.91666666666667,14.0,22.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
338,2003,2003,96.41666666666667,107.24998842592592,10.0,5.999722222222222,1,"['Fe', 'C', 'Si', 'O', 'N']"
339,2003,2003,111.66666666666667,116.58333333333333,16.0,14.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
340,2003,2003,116.75,120.58332175925926,18.0,13.999722222222221,1,"['Fe', 'C', 'Si', 'O', 'N']"
344,2003,2003,133.62498842592595,137.95832175925926,14.999722222222221,22.999722222222225,1,"['Fe', 'C', 'Si', 'O', 'N']"
345,2003,2003,146.95832175925926,156.25,22.999722222222225,6.0,6,[]
346,2003,2003,156.45832175925926,160.0416550925926,10.999722222222221,0.9997222222222222,1,"['Fe', 'C', 'Si', 'O', 'N']"
347,2003,2003,160.6666550925926,166.37498842592595,15.999722222222221,8.999722222222221,1,"['Fe', 'C', 'Si', 'O', 'N']"
349,2003,2003,168.83332175925926,178.25,19.999722222222225,6.0,5,['Fe']
351,2003,2003,189.125,191.9166550925926,3.0,21.999722222222225,1,"['Fe', 'C', 'Si', 'O', 'N']"
356,2003,2003,208.74998842592595,215.29166666666666,17.999722222222225,7.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
357,2003,2003,215.95832175925926,221.0416550925926,22.999722222222225,0.9997222222222222,1,"['Fe', 'C', 'Si', 'O', 'N']"
358,2003,2003,227.4166550925926,230.49998842592595,9.999722222222221,11.999722222222221,1,"['Fe', 'C', 'Si', 'O', 'N']"
359,2003,2003,231.33333333333334,234.20832175925926,8.0,4.999722222222222,2,"['Si', 'Fe', 'O', 'N']"
360,2003,2003,233.83332175925926,237.91666666666666,19.999722222222225,22.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
364,2003,2003,259.45832175925926,267.2083333333333,10.999722222222221,5.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
365,2003,2003,273.375,276.4999884259259,9.0,11.999722222222221,1,"['Fe', 'C', 'Si', 'O', 'N']"
366,2003,2003,277.5833333333333,279.9583333333333,14.0,23.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
367,2003,2003,296.7916666666667,299.7499884259259,19.0,17.999722222222225,3,"['Si', 'Fe', 'N']"
369,2003,2003,303.125,306.375,3.0,9.0,6,[]
370,2003,2003,306.33332175925926,316.0833333333333,7.999722222222222,2.0,6,[]
372,2003,2003,318.5416666666667,322.1666666666667,13.0,4.0,3,"['Si', 'Fe', 'N']"
376,2003,2003,327.0416550925926,331.875,0.9997222222222222,21.0,4,"['Si', 'Fe']"
377,2003,2003,331.6666550925926,336.4583333333333,15.999722222222221,11.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
378,2003,2003,336.0833333333333,344.9999884259259,2.0,23.999722222222225,5,['Fe']
379,2003,2003,346.58332175925926,350.2916550925926,13.999722222222221,6.999722222222222,1,"['Fe', 'C', 'Si', 'O', 'N']"
380,2003,2003,352.3333333333333,354.7083333333333,8.0,17.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
381,2003,2004,364.4999884259259,2.6621064814814814,11.999722222222221,15.890555555555554,1,"['Fe', 'C', 'Si', 'O', 'N']"
383,2004,2004,8.479502314814816,14.006030092592594,11.508055555555556,0.14472222222222222,1,"['Fe', 'C', 'Si', 'O', 'N']"
385,2004,2004,21.443981481481483,25.100624999999997,10.655555555555557,2.415,1,"['Fe', 'C', 'Si', 'O', 'N']"
387,2004,2004,31.95685185185185,34.907094907407405,22.964444444444442,21.77027777777778,1,"['Fe', 'C', 'Si', 'O', 'N']"
391,2004,2004,58.96618055555556,64.035625,23.188333333333333,0.855,1,"['Fe', 'C', 'Si', 'O', 'N']"
392,2004,2004,64.24339120370371,70.06078703703704,5.841388888888889,1.458888888888889,1,"['Fe', 'C', 'Si', 'O', 'N']"
393,2004,2004,76.62613425925926,80.07502314814815,15.027222222222223,1.8005555555555557,1,"['Fe', 'C', 'Si', 'O', 'N']"
394,2004,2004,81.03072916666666,84.60427083333333,0.7374999999999999,14.5025,1,"['Fe', 'C', 'Si', 'O', 'N']"
396,2004,2004,89.34129629629629,94.99247685185185,8.19111111111111,23.819444444444443,1,"['Fe', 'C', 'Si', 'O', 'N']"
397,2004,2004,99.72950231481481,101.80714120370371,17.508055555555554,19.37138888888889,1,"['Fe', 'C', 'Si', 'O', 'N']"
398,2004,2004,101.35005787037036,108.70491898148148,8.401388888888889,16.918055555555558,6,[]
401,2004,2004,143.15219907407408,146.39332175925927,3.6527777777777777,9.439722222222223,1,"['Fe', 'C', 'Si', 'O', 'N']"
404,2004,2004,155.82581018518516,160.39662037037036,19.819444444444443,9.51888888888889,1,"['Fe', 'C', 'Si', 'O', 'N']"
406,2004,2004,176.26980324074074,180.2173263888889,6.4752777777777775,5.215833333333333,1,"['Fe', 'C', 'Si', 'O', 'N']"
407,2004,2004,190.854837962963,193.51422453703702,20.516111111111112,12.34138888888889,1,"['Fe', 'C', 'Si', 'O', 'N']"
408,2004,2004,194.5530439814815,198.50056712962962,13.273055555555556,12.01361111111111,1,"['Fe', 'C', 'Si', 'O', 'N']"
409,2004,2004,204.69193287037038,207.14355324074074,16.60638888888889,3.445277777777778,6,[]
410,2004,2004,207.14355324074074,212.25454861111112,3.445277777777778,6.109166666666666,6,[]
411,2004,2004,213.29336805555556,220.73131944444447,7.0408333333333335,17.551666666666666,4,"['Si', 'Fe']"
412,2004,2004,221.56238425925923,223.88934027777776,13.497222222222222,21.344166666666666,1,"['Fe', 'C', 'Si', 'O', 'N']"
413,2004,2004,227.62909722222224,230.91175925925924,15.098333333333334,21.88222222222222,1,"['Fe', 'C', 'Si', 'O', 'N']"
414,2004,2004,230.87020833333335,234.15288194444443,20.884999999999998,3.6691666666666665,1,"['Fe', 'C', 'Si', 'O', 'N']"
418,2004,2004,255.67724537037034,262.78277777777777,16.253888888888888,18.78666666666667,5,['Fe']
419,2004,2004,262.2425925925926,270.5116087962963,5.822222222222222,12.278611111111111,3,"['Si', 'Fe', 'N']"
422,2004,2004,303.04746527777775,308.947962962963,1.1391666666666667,22.75111111111111,5,['Si']
423,2004,2004,309.1972800925926,326.1092824074074,4.7347222222222225,2.622777777777778,6,[]
424,2004,2004,327.2312037037037,331.67736111111117,5.5488888888888885,16.256666666666668,1,"['Fe', 'C', 'Si', 'O', 'N']"
425,2004,2004,332.4253125,335.9573032407407,10.2075,22.975277777777777,1,"['Fe', 'C', 'Si', 'O', 'N']"
427,2004,2004,339.19842592592596,346.42861111111114,4.762222222222222,10.286666666666667,2,"['Si', 'Fe', 'O', 'N']"
428,2004,2004,349.5450694444445,354.2820949074074,13.081666666666667,6.770277777777777,1,"['Fe', 'C', 'Si', 'O', 'N']"
432,2005,2005,3.4583333333333335,7.041655092592593,11.0,0.9997222222222222,1,"['Fe', 'C', 'Si', 'O', 'N']"
435,2005,2005,16.249988425925924,20.374988425925924,5.999722222222222,8.999722222222221,6,[]
436,2005,2005,20.958333333333332,26.08332175925926,23.0,1.9997222222222222,6,[]
437,2005,2005,28.874988425925924,32.333333333333336,20.999722222222225,8.0,3,"['Si', 'Fe', 'N']"
438,2005,2005,33.416666666666664,35.91665509259259,10.0,21.999722222222225,2,"['Si', 'Fe', 'C', 'N']"
439,2005,2005,39.833321759259256,43.333333333333336,19.999722222222225,8.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
440,2005,2005,44.458333333333336,48.29165509259259,11.0,6.999722222222222,1,"['Fe', 'C', 'Si', 'O', 'N']"
441,2005,2005,48.416666666666664,51.916666666666664,10.0,22.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
443,2005,2005,58.16665509259259,64.70833333333333,3.999722222222222,17.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
444,2005,2005,65.25,70.29165509259259,6.0,6.999722222222222,1,"['Fe', 'C', 'Si', 'O', 'N']"
445,2005,2005,71.33332175925926,77.58332175925926,7.999722222222222,13.999722222222221,1,"['Fe', 'C', 'Si', 'O', 'N']"
447,2005,2005,78.95832175925926,81.62498842592592,22.999722222222225,14.999722222222221,1,"['Fe', 'C', 'Si', 'O', 'N']"
448,2005,2005,125.29165509259259,130.9166550925926,6.999722222222222,21.999722222222225,4,"['Si', 'N']"
449,2005,2005,131.1666550925926,133.79166666666666,3.999722222222222,19.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
450,2005,2005,133.2916550925926,142.74998842592595,6.999722222222222,17.999722222222225,4,"['Si', 'Fe']"
452,2005,2005,157.74998842592595,163.16666666666666,17.999722222222225,4.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
453,2005,2005,163.25,165.875,6.0,21.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
455,2005,2005,167.6666550925926,173.20832175925926,15.999722222222221,4.999722222222222,3,"['Si', 'C', 'N']"
456,2005,2005,188.74998842592595,191.16666666666666,17.999722222222225,4.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
457,2005,2005,191.08333333333334,194.2916550925926,2.0,6.999722222222222,2,"['Si', 'Fe', 'C', 'N']"
458,2005,2005,193.49998842592595,203.74998842592595,11.999722222222221,17.999722222222225,6,[]
460,2005,2005,210.83332175925926,215.83332175925926,19.999722222222225,19.999722222222225,6,[]
461,2005,2005,216.58333333333334,221.74998842592595,14.0,17.999722222222225,2,"['Si', 'Fe', 'C', 'N']"
462,2005,2005,221.99998842592595,224.62498842592595,23.999722222222225,14.999722222222221,1,"['Fe', 'C', 'Si', 'O', 'N']"
463,2005,2005,233.74998842592595,241.9166550925926,17.999722222222225,21.999722222222225,6,[]
464,2005,2005,241.6666550925926,247.33332175925926,15.999722222222221,7.999722222222222,1,"['Fe', 'C', 'Si', 'O', 'N']"
465,2005,2005,253.49998842592595,256.9999884259259,11.999722222222221,23.999722222222225,6,[]
466,2005,2005,257.45832175925926,261.3749884259259,10.999722222222221,8.999722222222221,5,['Fe']
467,2005,2005,261.58332175925926,266.9583333333333,13.999722222222221,23.0,4,"['Si', 'Fe']"
468,2005,2005,267.70832175925926,271.0416550925926,16.999722222222225,0.9997222222222222,1,"['Fe', 'C', 'Si', 'O', 'N']"
469,2005,2005,272.9166666666667,275.95832175925926,22.0,22.999722222222225,1,"['Fe', 'C', 'Si', 'O', 'N']"
475,2005,2005,333.70832175925926,337.5416550925926,16.999722222222225,12.999722222222221,1,"['Fe', 'C', 'Si', 'O', 'N']"
481,2006,2006,187.125,192.29166666666666,3.0,7.0,2,"['Si', 'Fe', 'C', 'N']"
482,2006,2006,228.79166666666666,232.125,19.0,3.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
483,2006,2006,241.79166666666666,243.99998842592595,19.0,23.999722222222225,1,"['Fe', 'C', 'Si', 'O', 'N']"
484,2006,2006,244.25,247.125,6.0,3.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
486,2006,2006,316.4166550925926,319.3333333333333,9.999722222222221,8.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
488,2006,2006,341.0416550925926,347.25,0.9997222222222222,6.0,6,[]
489,2006,2006,346.6666550925926,357.1666666666667,15.999722222222221,4.0,6,[]
492,2007,2007,29.375,32.208321759259256,9.0,4.999722222222222,1,"['Fe', 'C', 'Si', 'O', 'N']"
493,2007,2007,72.33333333333333,75.12498842592592,8.0,2.999722222222222,1,"['Fe', 'C', 'Si', 'O', 'N']"
498,2008,2008,5.861678240740741,9.185902777777779,20.68027777777778,4.461666666666667,1,"['Fe', 'C', 'Si', 'O', 'N']"
502,2008,2008,75.08868055555556,78.74532407407408,2.1283333333333334,17.887777777777778,1,"['Fe', 'C', 'Si', 'O', 'N']"
504,2008,2008,274.7915509259259,277.24315972222223,18.997222222222224,5.835833333333333,1,"['Fe', 'C', 'Si', 'O', 'N']"
506,2010,2010,43.583333333333336,46.625,14.0,15.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
509,2010,2010,142.91666666666666,145.20832175925926,22.0,4.999722222222222,1,"['Fe', 'C', 'Si', 'O', 'N']"
510,2010,2010,163.0,167.75,0.0,18.0,2,"['Si', 'Fe', 'C', 'N']"
511,2010,2010,180.54166666666666,184.87498842592595,13.0,20.999722222222225,1,"['Fe', 'C', 'Si', 'O', 'N']"
512,2010,2010,187.95832175925926,190.875,22.999722222222225,21.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
513,2010,2010,191.66666666666666,194.41666666666666,16.0,10.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
515,2010,2010,206.74998842592595,213.58332175925926,17.999722222222225,13.999722222222221,1,"['Fe', 'C', 'Si', 'O', 'N']"
517,2010,2010,214.95832175925926,220.04166666666666,22.999722222222225,1.0,2,"['Si', 'Fe', 'C', 'N']"
518,2010,2010,219.7916550925926,223.49998842592595,18.999722222222225,11.999722222222221,1,"['Fe', 'C', 'Si', 'O', 'N']"
519,2010,2010,226.45832175925926,228.70833333333334,10.999722222222221,17.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
520,2010,2010,230.24998842592595,233.83332175925926,5.999722222222222,19.999722222222225,1,"['Fe', 'C', 'Si', 'O', 'N']"
521,2010,2010,236.0416550925926,240.95832175925926,0.9997222222222222,22.999722222222225,1,"['Fe', 'C', 'Si', 'O', 'N']"
522,2010,2010,241.9166550925926,245.87498842592595,21.999722222222225,20.999722222222225,1,"['Fe', 'C', 'Si', 'O', 'N']"
525,2010,2010,263.6666550925926,267.75,15.999722222222221,18.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
526,2010,2010,289.9166550925926,293.7083333333333,21.999722222222225,17.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
528,2011,2011,28.45832175925926,32.0,10.999722222222221,0.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
533,2011,2011,46.041666666666664,51.666666666666664,1.0,16.0,2,"['Si', 'Fe', 'C', 'N']"
534,2011,2011,59.208333333333336,65.875,5.0,21.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
536,2011,2011,68.37498842592592,75.875,8.999722222222221,21.0,5,['Fe']
537,2011,2011,75.45832175925926,80.16666666666667,10.999722222222221,4.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
538,2011,2011,79.74998842592592,87.25,17.999722222222225,6.0,6,[]
539,2011,2011,88.83333333333333,91.5,20.0,12.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
540,2011,2011,91.87498842592592,94.41665509259259,20.999722222222225,9.999722222222221,1,"['Fe', 'C', 'Si', 'O', 'N']"
541,2011,2011,94.16665509259259,98.08333333333333,3.999722222222222,2.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
543,2011,2011,133.62498842592595,137.33332175925926,14.999722222222221,7.999722222222222,1,"['Fe', 'C', 'Si', 'O', 'N']"
544,2011,2011,151.2916550925926,155.375,6.999722222222222,9.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
546,2011,2011,158.37498842592595,162.6666550925926,8.999722222222221,15.999722222222221,5,['Si']
547,2011,2011,163.33333333333334,166.58333333333334,8.0,14.0,5,['Fe']
548,2011,2011,168.45832175925926,175.625,10.999722222222221,15.0,3,"['Si', 'Fe', 'N']"
550,2011,2011,215.87498842592595,220.79166666666666,20.999722222222225,19.0,6,[]
551,2011,2011,221.33333333333334,227.375,8.0,9.0,3,"['Si', 'Fe', 'N']"
553,2011,2011,249.70832175925926,256.20832175925926,16.999722222222225,4.999722222222222,2,"['Si', 'Fe', 'C', 'N']"
555,2011,2011,264.83332175925926,284.20832175925926,19.999722222222225,4.999722222222222,5,['Fe']
558,2011,2011,295.1666550925926,303.4999884259259,3.999722222222222,11.999722222222221,3,"['Si', 'Fe', 'N']"
559,2011,2011,308.7499884259259,311.875,17.999722222222225,21.0,2,"['Si', 'Fe', 'C', 'N']"
560,2011,2011,311.7916666666667,314.5,19.0,12.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
561,2011,2011,315.125,317.6666666666667,3.0,16.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
563,2011,2011,322.8333333333333,325.6666666666667,20.0,16.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
564,2011,2011,325.5,329.6666550925926,12.0,15.999722222222221,1,"['Fe', 'C', 'Si', 'O', 'N']"
565,2011,2011,329.7499884259259,340.45832175925926,17.999722222222225,10.999722222222221,6,[]
566,2011,2011,348.2083333333333,350.8749884259259,5.0,20.999722222222225,1,"['Fe', 'C', 'Si', 'O', 'N']"
567,2011,2011,351.625,354.58332175925926,15.0,13.999722222222221,1,"['Fe', 'C', 'Si', 'O', 'N']"
569,2011,2011,359.625,363.9166666666667,15.0,22.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
571,2011,2012,365.5833333333333,5.986331018518518,14.0,23.671944444444446,1,"['Fe', 'C', 'Si', 'O', 'N']"
574,2012,2012,24.311122685185186,27.760011574074074,7.466944444444445,18.240277777777777,6,[]
575,2012,2012,27.386041666666667,36.02902777777778,9.265,0.6966666666666667,6,[]
576,2012,2012,36.69386574074073,38.89616898148148,16.652777777777775,21.508055555555554,1,"['Fe', 'C', 'Si', 'O', 'N']"
578,2012,2012,42.719027777777775,47.913125,17.256666666666668,21.915,1,"['Fe', 'C', 'Si', 'O', 'N']"
579,2012,2012,57.01320601851852,60.50363425925926,0.3169444444444444,12.087222222222223,2,"['Si', 'Fe', 'O', 'N']"
581,2012,2012,67.23519675925925,70.97494212962962,5.644722222222222,23.398611111111112,6,[]
583,2012,2012,73.13569444444445,81.77868055555555,3.256666666666667,18.688333333333333,6,[]
584,2012,2012,82.19421296296296,85.22756944444444,4.661111111111111,5.461666666666667,1,"['Fe', 'C', 'Si', 'O', 'N']"
586,2012,2012,93.08105324074074,97.11167824074073,1.9452777777777779,2.6802777777777775,1,"['Fe', 'C', 'Si', 'O', 'N']"
587,2012,2012,96.77925925925926,99.39708333333333,18.702222222222222,9.530000000000001,1,"['Fe', 'C', 'Si', 'O', 'N']"
588,2012,2012,100.2696875,102.88752314814815,6.4725,21.300555555555555,1,"['Fe', 'C', 'Si', 'O', 'N']"
589,2012,2012,110.7825462962963,114.89628472222222,18.78111111111111,21.510833333333334,1,"['Fe', 'C', 'Si', 'O', 'N']"
592,2012,2012,121.04609953703704,124.91050925925926,1.106388888888889,21.852222222222224,1,"['Fe', 'C', 'Si', 'O', 'N']"
593,2012,2012,127.65299768518518,130.35393518518518,15.671944444444444,8.494444444444444,1,"['Fe', 'C', 'Si', 'O', 'N']"
596,2012,2012,138.33207175925926,143.56773148148147,7.969722222222222,13.625555555555556,6,[]
597,2012,2012,147.30748842592592,153.70662037037036,7.379722222222222,16.95888888888889,3,"['Si', 'Fe', 'N']"
602,2012,2012,165.34141203703706,174.56613425925923,8.193888888888889,13.587222222222223,4,"['Si', 'Fe']"
604,2012,2012,181.92098379629627,184.788125,22.103611111111114,18.915,1,"['Fe', 'C', 'Si', 'O', 'N']"
605,2012,2012,187.53062500000001,194.17907407407407,12.735,4.297777777777777,6,[]
606,2012,2012,195.7165277777778,199.08230324074074,17.196666666666665,1.975277777777778,4,"['Si', 'Fe']"
607,2012,2012,198.66677083333332,208.72255787037037,16.0025,17.341388888888886,6,[]
609,2012,2012,213.62578703703701,223.68157407407406,15.01888888888889,16.35777777777778,3,"['Si', 'Fe', 'N']"
612,2012,2012,232.9478587962963,236.0227662037037,22.748611111111114,0.5463888888888889,1,"['Fe', 'C', 'Si', 'O', 'N']"
614,2012,2012,238.01730324074074,241.46618055555558,0.4152777777777778,11.188333333333334,1,"['Fe', 'C', 'Si', 'O', 'N']"
615,2012,2012,245.24748842592595,250.4000462962963,5.939722222222223,9.601111111111111,4,"['Si', 'Fe']"
616,2012,2012,250.1922800925926,254.63842592592593,4.6147222222222215,15.322222222222223,1,"['Fe', 'C', 'Si', 'O', 'N']"
617,2012,2012,256.09277777777777,258.91836805555556,2.2266666666666666,22.040833333333335,1,"['Fe', 'C', 'Si', 'O', 'N']"
618,2012,2012,269.09880787037036,271.342662037037,2.3713888888888888,8.223888888888888,2,"['Si', 'Fe', 'C', 'N']"
619,2012,2012,271.09334490740736,278.28197916666664,2.240277777777778,6.7675,4,"['Fe', 'N']"
623,2012,2012,312.6461689814815,320.7074189814815,15.508055555555556,16.978055555555553,3,"['Si', 'Fe', 'N']"
625,2012,2012,324.69649305555555,328.8517708333333,16.715833333333332,20.4425,1,"['Fe', 'C', 'Si', 'O', 'N']"
628,2012,2012,348.25694444444446,352.66153935185184,6.166666666666667,15.876944444444446,1,"['Fe', 'C', 'Si', 'O', 'N']"
629,2013,2013,13.33332175925926,16.499988425925924,7.999722222222222,11.999722222222221,1,"['Fe', 'C', 'Si', 'O', 'N']"
630,2013,2013,16.749988425925924,21.75,17.999722222222225,18.0,3,"['Si', 'Fe', 'N']"
633,2013,2013,38.87498842592593,43.708321759259256,20.999722222222225,16.999722222222225,1,"['Fe', 'C', 'Si', 'O', 'N']"
634,2013,2013,43.916666666666664,46.208333333333336,22.0,5.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
635,2013,2013,57.12498842592593,62.583321759259256,2.999722222222222,13.999722222222221,1,"['Fe', 'C', 'Si', 'O', 'N']"
637,2013,2013,70.91665509259259,74.70833333333333,21.999722222222225,17.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
638,2013,2013,74.24998842592592,82.66665509259259,5.999722222222222,15.999722222222221,5,['Fe']
639,2013,2013,101.08332175925926,108.54165509259259,1.9997222222222222,12.999722222222221,6,[]
641,2013,2013,111.37498842592592,115.70833333333333,8.999722222222221,17.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
642,2013,2013,115.625,118.62498842592592,15.0,14.999722222222221,1,"['Fe', 'C', 'Si', 'O', 'N']"
645,2013,2013,136.66666666666666,142.625,16.0,15.0,5,['Fe']
646,2013,2013,142.375,155.20832175925926,9.0,4.999722222222222,6,[]
649,2013,2013,174.08332175925926,179.5,1.9997222222222222,12.0,5,['Fe']
650,2013,2013,179.37498842592595,184.125,8.999722222222221,3.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
652,2013,2013,200.1666550925926,205.91666666666666,3.999722222222222,22.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
654,2013,2013,229.87498842592595,232.24998842592595,20.999722222222225,5.999722222222222,1,"['Fe', 'C', 'Si', 'O', 'N']"
655,2013,2013,232.45832175925926,236.6666550925926,10.999722222222221,15.999722222222221,1,"['Fe', 'C', 'Si', 'O', 'N']"
656,2013,2013,236.625,239.16666666666666,15.0,4.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
657,2013,2013,239.5416550925926,242.24998842592595,12.999722222222221,5.999722222222222,1,"['Fe', 'C', 'Si', 'O', 'N']"
658,2013,2013,243.54166666666666,247.83333333333334,13.0,20.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
659,2013,2013,272.6249884259259,282.7916550925926,14.999722222222221,18.999722222222225,6,[]
663,2013,2013,296.625,299.1249884259259,15.0,2.999722222222222,1,"['Fe', 'C', 'Si', 'O', 'N']"
664,2013,2013,300.33332175925926,307.7916550925926,7.999722222222222,18.999722222222225,6,[]
665,2013,2013,310.33332175925926,312.70832175925926,7.999722222222222,16.999722222222225,1,"['Fe', 'C', 'Si', 'O', 'N']"
668,2013,2013,316.0416550925926,323.4166550925926,0.9997222222222222,9.999722222222221,2,"['Si', 'Fe', 'O', 'N']"
