Event Number,Start Year,End Year,Start Fractional Day,End Fractional Day,Start Hour,End Hour,Elements Decaying,Non-Decaying Elements
669,2013,2013,322.9999884259259,329.58332175925926,23.999722222222225,13.999722222222221,1,"['Fe', 'C', 'Si', 'O', 'N']"
671,2013,2013,336.7083333333333,341.0833333333333,17.0,2.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
672,2013,2013,341.6666550925926,344.4583333333333,15.999722222222221,11.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
674,2013,2013,347.5416550925926,351.9166666666667,12.999722222222221,22.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
675,2013,2013,360.45832175925926,365.5416550925926,10.999722222222221,12.999722222222221,3,"['Si', 'Fe', 'N']"
676,2013,2014,365.75,4.916655092592593,18.0,21.999722222222225,1,"['Fe', 'C', 'Si', 'O', 'N']"
678,2014,2014,4.916655092592593,20.70832175925926,21.999722222222225,16.999722222222225,6,[]
679,2014,2014,20.541655092592592,25.041666666666668,12.999722222222221,1.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
683,2014,2014,35.708321759259256,39.49998842592593,16.999722222222225,11.999722222222221,1,"['Fe', 'C', 'Si', 'O', 'N']"
685,2014,2014,46.291666666666664,49.375,7.0,9.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
686,2014,2014,50.29165509259259,53.125,6.999722222222222,3.0,2,"['Si', 'Fe', 'C', 'N']"
687,2014,2014,52.958333333333336,55.833321759259256,23.0,19.999722222222225,1,"['Fe', 'C', 'Si', 'O', 'N']"
688,2014,2014,55.37498842592593,74.79166666666667,8.999722222222221,19.0,6,[]
691,2014,2014,82.74998842592592,92.91665509259259,17.999722222222225,21.999722222222225,2,"['Si', 'Fe', 'C', 'N']"
693,2014,2014,96.95832175925926,105.25,22.999722222222225,6.0,3,"['Si', 'Fe', 'N']"
694,2014,2014,107.49998842592592,117.875,11.999722222222221,21.0,6,[]
696,2014,2014,127.95832175925926,132.29166666666666,22.999722222222225,7.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
697,2014,2014,156.41666666666666,161.83333333333334,10.0,20.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
699,2014,2014,163.95833333333334,166.99998842592595,23.0,23.999722222222225,1,"['Fe', 'C', 'Si', 'O', 'N']"
700,2014,2014,167.54166666666666,170.375,13.0,9.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
701,2014,2014,192.87498842592595,195.58332175925926,20.999722222222225,13.999722222222221,1,"['Fe', 'C', 'Si', 'O', 'N']"
702,2014,2014,234.33333333333334,237.5416550925926,8.0,12.999722222222221,1,"['Fe', 'C', 'Si', 'O', 'N']"
703,2014,2014,237.70832175925926,241.74998842592595,16.999722222222225,17.999722222222225,1,"['Fe', 'C', 'Si', 'O', 'N']"
705,2014,2014,250.75,254.0416550925926,18.0,0.9997222222222222,4,"['Si', 'Fe']"
706,2014,2014,254.0416550925926,263.4166550925926,0.9997222222222222,9.999722222222221,4,"['Si', 'N']"
707,2014,2014,265.4166550925926,268.95832175925926,9.999722222222221,22.999722222222225,1,"['Fe', 'C', 'Si', 'O', 'N']"
709,2014,2014,273.2916666666667,277.2916550925926,7.0,6.999722222222222,1,"['Fe', 'C', 'Si', 'O', 'N']"
712,2014,2014,283.7499884259259,285.8749884259259,17.999722222222225,20.999722222222225,1,"['Fe', 'C', 'Si', 'O', 'N']"
713,2014,2014,286.0416550925926,289.6666666666667,0.9997222222222222,16.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
714,2014,2014,292.1666550925926,294.7916666666667,3.999722222222222,19.0,2,"['Si', 'Fe', 'C', 'N']"
715,2014,2014,294.3333333333333,304.4166666666667,8.0,10.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
716,2014,2014,305.5416550925926,312.75,12.999722222222221,18.0,5,['Fe']
717,2014,2014,314.1666666666667,318.58332175925926,4.0,13.999722222222221,1,"['Fe', 'C', 'Si', 'O', 'N']"
719,2014,2014,334.83332175925926,337.5,19.999722222222225,12.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
720,2014,2014,337.0833333333333,343.2083333333333,2.0,5.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
725,2014,2014,356.8749884259259,359.9166550925926,20.999722222222225,21.999722222222225,2,"['Si', 'Fe', 'C', 'N']"
727,2014,2015,364.875,10.791655092592594,21.0,18.999722222222225,1,"['Fe', 'C', 'Si', 'O', 'N']"
728,2015,2015,19.791666666666668,22.416666666666668,19.0,10.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
729,2015,2015,29.916655092592592,34.0,21.999722222222225,0.0,3,"['Si', 'Fe', 'N']"
730,2015,2015,35.79165509259259,38.37498842592593,18.999722222222225,8.999722222222221,1,"['Fe', 'C', 'Si', 'O', 'N']"
731,2015,2015,37.91665509259259,44.0,21.999722222222225,0.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
732,2015,2015,46.666666666666664,49.49998842592593,16.0,11.999722222222221,1,"['Fe', 'C', 'Si', 'O', 'N']"
735,2015,2015,57.833321759259256,61.708321759259256,19.999722222222225,16.999722222222225,1,"['Fe', 'C', 'Si', 'O', 'N']"
738,2015,2015,70.62498842592592,74.24998842592592,14.999722222222221,5.999722222222222,1,"['Fe', 'C', 'Si', 'O', 'N']"
739,2015,2015,74.16665509259259,79.95832175925926,3.999722222222222,22.999722222222225,1,"['Fe', 'C', 'Si', 'O', 'N']"
740,2015,2015,84.04166666666667,88.95833333333333,1.0,23.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
743,2015,2015,92.91665509259259,96.29166666666667,21.999722222222225,7.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
744,2015,2015,96.87498842592592,99.49998842592592,20.999722222222225,11.999722222222221,1,"['Fe', 'C', 'Si', 'O', 'N']"
745,2015,2015,103.12498842592592,106.83333333333333,2.999722222222222,20.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
746,2015,2015,109.33332175925926,111.79165509259259,7.999722222222222,18.999722222222225,1,"['Fe', 'C', 'Si', 'O', 'N']"
748,2015,2015,115.20832175925926,126.87498842592592,4.999722222222222,20.999722222222225,1,"['Fe', 'C', 'Si', 'O', 'N']"
754,2015,2015,162.54166666666666,166.5416550925926,13.0,12.999722222222221,1,"['Fe', 'C', 'Si', 'O', 'N']"
755,2015,2015,169.1666550925926,172.29166666666666,3.999722222222222,7.0,4,"['Si', 'Fe']"
756,2015,2015,172.6666550925926,176.95833333333334,15.999722222222221,23.0,5,['Fe']
758,2015,2015,179.20833333333334,182.7916550925926,5.0,18.999722222222225,4,"['Si', 'Fe']"
759,2015,2015,182.625,187.91666666666666,15.0,22.0,2,"['Si', 'Fe', 'C', 'N']"
763,2015,2015,225.04166666666666,228.33332175925926,1.0,7.999722222222222,1,"['Fe', 'C', 'Si', 'O', 'N']"
764,2015,2015,237.4166550925926,240.04166666666666,9.999722222222221,1.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
766,2015,2015,263.58332175925926,267.75,13.999722222222221,18.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
767,2015,2015,273.7083333333333,278.4999884259259,17.0,11.999722222222221,1,"['Fe', 'C', 'Si', 'O', 'N']"
769,2015,2015,295.33332175925926,299.25,7.999722222222222,6.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
771,2015,2015,302.08332175925926,305.2083333333333,1.9997222222222222,5.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
772,2015,2015,306.5416666666667,312.6249884259259,13.0,14.999722222222221,1,"['Fe', 'C', 'Si', 'O', 'N']"
773,2015,2015,313.75,316.83332175925926,18.0,19.999722222222225,1,"['Fe', 'C', 'Si', 'O', 'N']"
774,2015,2015,320.125,322.5416550925926,3.0,12.999722222222221,1,"['Fe', 'C', 'Si', 'O', 'N']"
778,2015,2016,362.45832175925926,1.540185185185185,10.999722222222221,12.964444444444444,1,"['Fe', 'C', 'Si', 'O', 'N']"
779,2016,2016,1.6232870370370371,5.861678240740741,14.958888888888888,20.68027777777778,2,"['Si', 'Fe', 'C', 'N']"
780,2016,2016,23.68783564814815,26.721192129629628,16.508055555555554,17.308611111111112,1,"['Fe', 'C', 'Si', 'O', 'N']"
781,2016,2016,27.926226851851855,31.873738425925925,22.229444444444443,20.96972222222222,1,"['Fe', 'C', 'Si', 'O', 'N']"
783,2016,2016,50.03232638888888,52.442384259259256,0.7758333333333334,10.617222222222223,1,"['Fe', 'C', 'Si', 'O', 'N']"
784,2016,2016,56.0159375,58.509097222222216,0.38249999999999995,12.218333333333334,1,"['Fe', 'C', 'Si', 'O', 'N']"
786,2016,2016,75.9197337962963,78.86998842592592,22.07361111111111,20.879722222222224,1,"['Fe', 'C', 'Si', 'O', 'N']"
792,2016,2016,108.12317129629629,113.94056712962963,2.9561111111111114,22.57361111111111,1,"['Fe', 'C', 'Si', 'O', 'N']"
793,2016,2016,136.25443287037038,139.95263888888888,6.106388888888889,22.863333333333333,1,"['Fe', 'C', 'Si', 'O', 'N']"
794,2016,2016,168.12545138888888,170.7848263888889,3.0108333333333333,18.835833333333333,1,"['Fe', 'C', 'Si', 'O', 'N']"
797,2016,2016,193.2649074074074,196.0904976851852,6.357777777777778,2.1719444444444442,1,"['Fe', 'C', 'Si', 'O', 'N']"
798,2016,2016,202.28186342592593,204.60883101851854,6.764722222222222,14.611944444444443,1,"['Fe', 'C', 'Si', 'O', 'N']"
799,2016,2016,204.31796296296295,209.84447916666667,7.631111111111111,20.2675,1,"['Fe', 'C', 'Si', 'O', 'N']"
800,2016,2016,221.14685185185186,224.80349537037037,3.5244444444444443,19.28388888888889,1,"['Fe', 'C', 'Si', 'O', 'N']"
803,2016,2016,248.6132638888889,255.88501157407407,14.718333333333334,21.240277777777777,1,"['Fe', 'C', 'Si', 'O', 'N']"
806,2016,2016,275.20707175925924,279.57012731481484,4.969722222222222,13.683055555555555,1,"['Fe', 'C', 'Si', 'O', 'N']"
809,2016,2016,302.3410648148148,306.91187499999995,8.185555555555556,21.884999999999998,1,"['Fe', 'C', 'Si', 'O', 'N']"
811,2016,2016,327.8545023148148,331.13717592592593,20.508055555555554,3.292222222222222,1,"['Fe', 'C', 'Si', 'O', 'N']"
812,2016,2016,343.3537037037037,345.84687499999995,8.488888888888889,20.325,1,"['Fe', 'C', 'Si', 'O', 'N']"
813,2016,2016,348.5478125,351.74737268518516,13.147499999999999,17.936944444444446,1,"['Fe', 'C', 'Si', 'O', 'N']"
814,2017,2017,5.20832175925926,10.20832175925926,4.999722222222222,4.999722222222222,1,"['Fe', 'C', 'Si', 'O', 'N']"
815,2017,2017,12.666655092592594,17.666655092592592,15.999722222222221,15.999722222222221,1,"['Fe', 'C', 'Si', 'O', 'N']"
816,2017,2017,31.874988425925924,34.04165509259259,20.999722222222225,0.9997222222222222,1,"['Fe', 'C', 'Si', 'O', 'N']"
819,2017,2017,39.04165509259259,43.87498842592593,0.9997222222222222,20.999722222222225,1,"['Fe', 'C', 'Si', 'O', 'N']"
820,2017,2017,91.33332175925926,97.16666666666667,7.999722222222222,4.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
821,2017,2017,111.45832175925926,116.24998842592592,10.999722222222221,5.999722222222222,1,"['Fe', 'C', 'Si', 'O', 'N']"
823,2017,2017,182.375,184.75,9.0,18.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
824,2017,2017,194.7916550925926,202.20833333333334,18.999722222222225,5.0,5,['Fe']
825,2017,2017,207.4166550925926,218.625,9.999722222222221,15.0,2,"['Si', 'Fe', 'C', 'N']"
827,2017,2017,231.12498842592595,235.33332175925926,2.999722222222222,7.999722222222222,1,"['Fe', 'C', 'Si', 'O', 'N']"
828,2017,2017,238.4166550925926,243.33332175925926,9.999722222222221,7.999722222222222,1,"['Fe', 'C', 'Si', 'O', 'N']"
830,2017,2017,250.54166666666666,253.6666550925926,13.0,15.999722222222221,6,[]
831,2017,2017,253.45833333333334,261.1249884259259,11.0,2.999722222222222,6,[]
833,2017,2017,264.875,273.0,21.0,0.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
836,2017,2017,286.0833333333333,289.0,2.0,0.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
838,2017,2017,315.95832175925926,318.4999884259259,22.999722222222225,11.999722222222221,1,"['Fe', 'C', 'Si', 'O', 'N']"
839,2018,2018,43.16665509259259,45.99998842592593,3.999722222222222,23.999722222222225,1,"['Fe', 'C', 'Si', 'O', 'N']"
842,2018,2018,240.6666550925926,243.16666666666666,15.999722222222221,4.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
843,2018,2018,242.7916550925926,245.49998842592595,18.999722222222225,11.999722222222221,1,"['Fe', 'C', 'Si', 'O', 'N']"
847,2019,2019,126.04166666666667,128.45832175925926,1.0,10.999722222222221,1,"['Fe', 'C', 'Si', 'O', 'N']"
848,2020,2020,334.58606481481485,342.0240162037037,14.065555555555557,0.5763888888888888,3,"['Si', 'Fe', 'N']"
849,2020,2020,341.81625,347.01035879629626,19.59,0.24861111111111112,2,"['Si', 'Fe', 'O', 'N']"
852,2021,2021,148.74998842592595,153.45832175925926,17.999722222222225,10.999722222222221,1,"['Fe', 'C', 'Si', 'O', 'N']"
854,2021,2021,184.1666550925926,186.83332175925926,3.999722222222222,19.999722222222225,1,"['Fe', 'C', 'Si', 'O', 'N']"
856,2021,2021,190.0416550925926,194.66666666666666,0.9997222222222222,16.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
860,2021,2021,204.2916550925926,207.95832175925926,6.999722222222222,22.999722222222225,1,"['Fe', 'C', 'Si', 'O', 'N']"
865,2021,2021,302.5416550925926,305.5416550925926,12.999722222222221,12.999722222222221,3,"['Si', 'Fe', 'N']"
866,2021,2021,306.1249884259259,311.4583333333333,2.999722222222222,11.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
867,2021,2021,313.6666550925926,316.9583333333333,15.999722222222221,23.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
870,2022,2022,14.58332175925926,17.45832175925926,13.999722222222221,10.999722222222221,1,"['Fe', 'C', 'Si', 'O', 'N']"
871,2022,2022,18.541655092592592,24.83332175925926,12.999722222222221,19.999722222222225,1,"['Fe', 'C', 'Si', 'O', 'N']"
872,2022,2022,30.916655092592592,34.375,21.999722222222225,9.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
874,2022,2022,50.12498842592593,57.958333333333336,2.999722222222222,23.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
876,2022,2022,70.54165509259259,73.70832175925926,12.999722222222221,16.999722222222225,1,"['Fe', 'C', 'Si', 'O', 'N']"
877,2022,2022,73.45832175925926,76.75,10.999722222222221,18.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
878,2022,2022,80.29165509259259,83.41666666666667,6.999722222222222,10.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
879,2022,2022,87.70833333333333,90.08333333333333,17.0,2.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
880,2022,2022,89.95832175925926,92.58332175925926,22.999722222222225,13.999722222222221,1,"['Fe', 'C', 'Si', 'O', 'N']"
881,2022,2022,92.20832175925926,97.54166666666667,4.999722222222222,13.0,2,"['Si', 'Fe', 'C', 'N']"
882,2022,2022,109.29166666666667,114.58332175925926,7.0,13.999722222222221,1,"['Fe', 'C', 'Si', 'O', 'N']"
884,2022,2022,119.33332175925926,123.99998842592592,7.999722222222222,23.999722222222225,2,"['Si', 'Fe', 'C', 'N']"
885,2022,2022,131.7916550925926,134.66666666666666,18.999722222222225,16.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
886,2022,2022,140.875,143.41666666666666,21.0,10.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
888,2022,2022,165.74998842592595,169.41666666666666,17.999722222222225,10.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
889,2022,2022,171.75,174.41666666666666,18.0,10.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
891,2022,2022,189.87498842592595,197.125,20.999722222222225,3.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
893,2022,2022,212.4166550925926,215.79166666666666,9.999722222222221,19.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
895,2022,2022,226.45832175925926,229.2916550925926,10.999722222222221,6.999722222222222,1,"['Fe', 'C', 'Si', 'O', 'N']"
896,2022,2022,230.49998842592595,234.70832175925926,11.999722222222221,16.999722222222225,1,"['Fe', 'C', 'Si', 'O', 'N']"
898,2022,2022,238.6666550925926,245.6666550925926,15.999722222222221,15.999722222222221,3,"['Si', 'Fe', 'N']"
899,2022,2022,255.20833333333334,258.2083333333333,5.0,5.0,3,"['Si', 'Fe', 'N']"
900,2022,2022,258.0416550925926,266.7499884259259,0.9997222222222222,17.999722222222225,3,"['Si', 'Fe', 'N']"
901,2022,2022,269.70832175925926,274.1249884259259,16.999722222222225,2.999722222222222,3,"['Si', 'Fe', 'N']"
902,2022,2022,274.2916550925926,279.45832175925926,6.999722222222222,10.999722222222221,2,"['Si', 'Fe', 'C', 'N']"
903,2022,2022,283.875,288.4166550925926,21.0,9.999722222222221,1,"['Fe', 'C', 'Si', 'O', 'N']"
904,2022,2022,296.7916666666667,301.2916550925926,19.0,6.999722222222222,1,"['Fe', 'C', 'Si', 'O', 'N']"
905,2022,2022,316.2499884259259,321.0416550925926,5.999722222222222,0.9997222222222222,1,"['Fe', 'C', 'Si', 'O', 'N']"
907,2022,2022,325.9166666666667,329.3749884259259,22.0,8.999722222222221,1,"['Fe', 'C', 'Si', 'O', 'N']"
911,2022,2022,353.7916550925926,356.4583333333333,18.999722222222225,11.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
912,2022,2022,357.5,362.25,12.0,6.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
914,2023,2023,9.541666666666666,12.83332175925926,13.0,19.999722222222225,1,"['Fe', 'C', 'Si', 'O', 'N']"
915,2023,2023,12.374988425925928,17.875,8.999722222222221,21.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
917,2023,2023,32.66665509259259,35.25,15.999722222222221,6.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
918,2023,2023,39.208333333333336,41.958321759259256,5.0,22.999722222222225,1,"['Fe', 'C', 'Si', 'O', 'N']"
919,2023,2023,42.458321759259256,50.708321759259256,10.999722222222221,16.999722222222225,1,"['Fe', 'C', 'Si', 'O', 'N']"
920,2023,2023,50.12498842592593,55.458321759259256,2.999722222222222,10.999722222222221,1,"['Fe', 'C', 'Si', 'O', 'N']"
921,2023,2023,55.208321759259256,62.833321759259256,4.999722222222222,19.999722222222225,4,"['Si', 'Fe']"
922,2023,2023,62.41665509259259,65.0,9.999722222222221,0.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
924,2023,2023,73.29165509259259,76.66666666666667,6.999722222222222,16.0,3,"['Si', 'Fe', 'N']"
925,2023,2023,79.16665509259259,85.04165509259259,3.999722222222222,0.9997222222222222,3,"['Si', 'Fe', 'N']"
926,2023,2023,84.74998842592592,90.99998842592592,17.999722222222225,23.999722222222225,1,"['Fe', 'C', 'Si', 'O', 'N']"
928,2023,2023,113.25,116.75,6.0,18.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
929,2023,2023,120.04165509259259,123.04165509259259,0.9997222222222222,0.9997222222222222,1,"['Fe', 'C', 'Si', 'O', 'N']"
932,2023,2023,127.125,136.83333333333334,3.0,20.0,6,[]
934,2023,2023,151.87498842592595,155.83332175925926,20.999722222222225,19.999722222222225,1,"['Fe', 'C', 'Si', 'O', 'N']"
937,2023,2023,191.58333333333334,194.62498842592595,14.0,14.999722222222221,1,"['Fe', 'C', 'Si', 'O', 'N']"
940,2023,2023,198.83332175925926,205.0,19.999722222222225,0.0,5,['Fe']
943,2023,2023,209.5,215.74998842592595,12.0,17.999722222222225,6,[]
946,2023,2023,219.5416550925926,229.2916550925926,12.999722222222221,6.999722222222222,5,['Fe']
947,2023,2023,229.125,234.2916550925926,3.0,6.999722222222222,1,"['Fe', 'C', 'Si', 'O', 'N']"
949,2023,2023,244.20832175925926,246.5416550925926,4.999722222222222,12.999722222222221,4,"['Si', 'Fe']"
950,2023,2023,246.33333333333334,249.16666666666666,8.0,4.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
951,2023,2023,249.37498842592595,252.83333333333334,8.999722222222221,20.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
952,2023,2023,252.83333333333334,255.7916550925926,20.0,18.999722222222225,1,"['Fe', 'C', 'Si', 'O', 'N']"
953,2023,2023,255.75,259.1666666666667,18.0,4.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
954,2023,2023,260.2083333333333,263.0833333333333,5.0,2.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
956,2023,2023,265.9166666666667,272.5416550925926,22.0,12.999722222222221,1,"['Fe', 'C', 'Si', 'O', 'N']"
959,2023,2023,292.45832175925926,295.4166550925926,10.999722222222221,9.999722222222221,1,"['Fe', 'C', 'Si', 'O', 'N']"
962,2023,2023,307.3749884259259,311.0,8.999722222222221,0.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
963,2023,2023,313.4999884259259,317.45832175925926,11.999722222222221,10.999722222222221,3,"['Si', 'Fe', 'N']"
966,2023,2023,331.2499884259259,334.9583333333333,5.999722222222222,23.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
967,2023,2023,334.7916666666667,337.75,19.0,18.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
969,2023,2023,348.6249884259259,354.4583333333333,14.999722222222221,11.0,3,"['Si', 'Fe', 'N']"
971,2023,2023,359.0416550925926,364.375,0.9997222222222222,9.0,1,"['Fe', 'C', 'Si', 'O', 'N']"
973,2024,2024,10.931122685185185,14.089131944444446,22.346944444444443,2.1391666666666667,1,"['Fe', 'C', 'Si', 'O', 'N']"
974,2024,2024,14.587766203703705,18.576840277777777,14.106388888888889,13.844166666666668,1,"['Fe', 'C', 'Si', 'O', 'N']"
976,2024,2024,21.485532407407405,27.71846064814815,11.652777777777779,17.243055555555557,3,"['Si', 'Fe', 'N']"
977,2024,2024,29.089699074074073,32.91255787037037,2.1527777777777777,21.90138888888889,4,"['Si', 'Fe']"
978,2024,2024,33.12032407407408,36.23678240740741,2.8877777777777776,5.682777777777778,1,"['Fe', 'C', 'Si', 'O', 'N']"
979,2024,2024,36.9847337962963,39.644120370370366,23.63361111111111,15.458888888888888,1,"['Fe', 'C', 'Si', 'O', 'N']"
980,2024,2024,41.14002314814815,43.425428240740736,3.3605555555555555,10.210277777777778,6,[]
981,2024,2024,43.13456018518518,52.982569444444444,3.229444444444445,23.581666666666667,6,[]
982,2024,2024,53.27344907407407,61.916435185185186,6.562777777777778,21.994444444444447,1,"['Fe', 'C', 'Si', 'O', 'N']"
984,2024,2024,74.88091435185186,81.86178240740739,21.141944444444444,20.68277777777778,4,"['Si', 'Fe']"
985,2024,2024,81.94489583333333,98.15049768518519,22.677500000000002,3.6119444444444446,6,[]
986,2024,2024,105.38068287037038,108.99578703703703,9.136388888888888,23.898888888888887,1,"['Fe', 'C', 'Si', 'O', 'N']"
988,2024,2024,114.23143518518518,117.3063425925926,5.554444444444444,7.352222222222222,1,"['Fe', 'C', 'Si', 'O', 'N']"
990,2024,2024,130.7694675925926,134.30144675925925,18.46722222222222,7.2347222222222225,6,[]
991,2024,2024,133.8859259259259,140.9499074074074,21.26222222222222,22.797777777777778,6,[]
992,2024,2024,141.6978587962963,148.9695949074074,16.748611111111114,23.27027777777778,1,"['Fe', 'C', 'Si', 'O', 'N']"
993,2024,2024,150.34084490740742,152.79245370370367,8.180277777777777,19.01888888888889,1,"['Fe', 'C', 'Si', 'O', 'N']"
994,2024,2024,155.07785879629628,158.56829861111112,1.8686111111111112,13.639166666666666,1,"['Fe', 'C', 'Si', 'O', 'N']"
995,2024,2024,159.64868055555556,163.05600694444442,15.568333333333333,1.3441666666666665,6,[]
